videoId,parentId,commentId,isReply,authorDisplayName,text,likeCount,publishedAt,updatedAt,authorChannelId
xO5ZlUui918,,UgwAuc7LR1ynmXpZyNN4AaABAg,False,@inukai5312,博多駅演説ありがとうございました🙏福岡選挙区は中田ゆうこさん、比例はあんどうひろしさんです。組織票、宗教票に負けたくない。まだまだ参政党広めてきます。,0,2025-07-09T01:44:05Z,2025-07-09T01:44:05Z,UCEKMKijlAvfFSQMnaENL4UA
xO5ZlUui918,,UgxuHAeYuSWqYzUDKHF4AaABAg,False,@ToyHikoka,あんどう裕さん、参政党の皆さん、暑い中お疲れ様です。応援しています。,4,2025-07-07T14:05:04Z,2025-07-07T14:05:04Z,UCv1qQORXpQ-7Esl3T3XvPZA
xO5ZlUui918,,Ugxi1U9-HrG3dg4b9s14AaABAg,False,@kenichiokamoto2199,福岡は獲ろう！　中田ゆうこへ！,2,2025-07-07T10:41:18Z,2025-07-07T10:41:18Z,UC1fkbhtZ3SNz-gunzPSyh-Q
xO5ZlUui918,,UgxRP8jazCSLj13IGfx4AaABAg,False,@稲本裕也,安藤裕(参政党)１択です,4,2025-07-07T08:41:26Z,2025-07-07T08:41:26Z,UCU69B7qJ9LSrESethE9wRtg
xO5ZlUui918,,UgyoQI2yxqvl6mW0lY54AaABAg,False,@すみれ-u3h,16時から長住団地行きまーす。,6,2025-07-07T04:12:11Z,2025-07-07T04:12:11Z,UC-6Nqv9nOu4A72bQX7gE75A
xO5ZlUui918,,Ugwsbf-Aj3qGuDV7_9V4AaABAg,False,@marumarukuroneko,"賛政党、応援します！👏👏👏
日本人が住みやすい日本にして下さい！",12,2025-07-07T03:58:38Z,2025-07-07T03:58:38Z,UC2PRtsG_Xw_u96CfZSZ7r3A
,Ugwsbf-Aj3qGuDV7_9V4AaABAg,Ugwsbf-Aj3qGuDV7_9V4AaABAg.AKGDFXZfPwxAKGJmqa7CEu,True,@mtm1686,二枚目投票用紙には「参政党」か「あんどうひろし」ですよ。「賛成党」では無効票です。ご注意を,3,2025-07-07T04:55:45Z,2025-07-07T04:55:45Z,UCm9rlSyE3Bu-oRulms1iMbw
,Ugwsbf-Aj3qGuDV7_9V4AaABAg,Ugwsbf-Aj3qGuDV7_9V4AaABAg.AKGDFXZfPwxAKGKJwQHZYX,True,@marumarukuroneko,"​@@mtm1686様
字が違ってました💦　参政党ですね！👍️",2,2025-07-07T05:00:24Z,2025-07-07T05:00:24Z,UC2PRtsG_Xw_u96CfZSZ7r3A
81BKFG0jY00,,Ugw6VPGapHfXrUEKhhd4AaABAg,False,@wakamaru1708,"社会保険料のCMで高齢者側に立った案
思いついたんですがー

猪瀬さん（高齢者役で）が、いつもの湿布をもらいに病院へ
行こうとしていると、サラリーマン達が
維新の「社会保険料高すぎるやろー」CMを見ながら
話題にしているのを街中で耳にする。
で、ちょっと立ち止まり、
「そうかぁ、、、（病院じゃなくて）薬局で買おっか、、、」
と行く方向を変更して、
ラストは「社会保険料考えてみよっか」みたいな感じの決め台詞

高齢者じゃなくてもいいですが、安く買えてラッキーっていう考えを
少しでも改めてもらえるきっかけになればええかなー
ホント、CM作戦はわかりやすいです",0,2025-07-09T09:23:14Z,2025-07-09T09:23:14Z,UCaWYffnS01RjN_IrBDJrmMA
81BKFG0jY00,,UgxCT2Y2Dg5zCVzbkDB4AaABAg,False,@nonpretty3636,"どうして一生懸命働いているのに社会保険料や税金が大量に天引きされてしまうのですか？納税も当たり前のようにするのが国民の義務と言われてる！
なのに老人、子供の事については手厚いのに、その財源を生んでいる納税者がなぜおろそかにされるのか！一生懸命働いて納税している方が居るから、老人子供非課税世帯がのうのうと暮らせていけてる！それっておかしくないですか？なぜ納税者を疎かにするのか！政治家！公務員！税金の恩恵を受けてる奴ら！納税者に頭を下げろ！お礼ぐらい言え！もっと納税者を敬え！所得税の減税！社会保険料安くしろ！納税してないのに自民党のばら撒き頭に来る！納税者だけに還元しろ！",1,2025-07-08T10:47:02Z,2025-07-08T10:47:02Z,UC3xwU7pyet5xjtJsNZQvKnQ
81BKFG0jY00,,UgyNahYl0WI5_CdZYQp4AaABAg,False,@はなちゃん-y4d,竹田恒泰さんも、維新の社保改革や夫婦別姓の維新案、賛成されてたので、コラボして頂けたら嬉しいです！色々なデマも一掃できるのでは？,7,2025-07-08T04:29:49Z,2025-07-08T04:29:49Z,UCyTZJKne0CDHwwRB3LamOAw
,UgyNahYl0WI5_CdZYQp4AaABAg,UgyNahYl0WI5_CdZYQp4AaABAg.AKIqbmfTfiDAKJgkuCMS5I,True,@ルパン50,"竹田恒泰さんに日本維新の会応援して頂きたい!

期日前行きます。あと一週間何事もなければ　選挙区、比例区とも投票致します!

社保下げの財源　どこか削るということでなく　無駄になってるところ、妥当性がないところを正す　ってことで詳細ご説明下されば得票アップ間違いなし☆",0,2025-07-08T12:22:55Z,2025-07-08T12:22:55Z,UCM3Q4oAsW_nm2CU92cO5KfQ
81BKFG0jY00,,Ugzdo2nzorC1WnVcr6t4AaABAg,False,@thhiro8418,犯罪者がいる維新の会ｗ,0,2025-07-08T01:43:02Z,2025-07-08T01:43:02Z,UCEPpkg7dx-tqx8_-E9N6Paw
81BKFG0jY00,,UgxE6iFDpgPYZYEPMK14AaABAg,False,@とおちゃん,"ぜひとも街頭演説で強くはっきりと発信してほしい！
｢夫婦別姓｣への維新の会の考えを！
よろしくお願いいたします",1,2025-07-08T01:34:58Z,2025-07-08T01:34:58Z,UChsMVkkPTELDHljS7oCuO8A
,UgxE6iFDpgPYZYEPMK14AaABAg,UgxE6iFDpgPYZYEPMK14AaABAg.AKIXbFKjHJOAKIZ6XeMBM8,True,@maplechiffon,"百万回は発信してるけど、
なにが分かんないの？",4,2025-07-08T01:48:07Z,2025-07-08T01:48:07Z,UCyH4K5esBMIYgJx6sFlTt-g
